LOCAL AUTHORITY AREA,LOCAL AUTHORITY WARD,COALITION/PARTY/VOTE CATEGORY,CANDIDATE NAME,CANDIDATE SEX,CANDIDATE AGE,VOTES,STATUS,UNCONTESTED VICTORY
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,PMIP,SALLAHUDDIN BIN ABDULLAH,MALE,,732,LOST,
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,ALLIANCE - UMNO,ABU BAKAR AL-AHMADI,MALE,,1009,WON,
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,NEGARA,CHE JAAFAR BIN AWANG,MALE,,109,LOST,
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,PMIP,CHE ZAHARAH BT. CHE UMERAN,FEMALE,,710,LOST,
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,ALLIANCE - UMNO,CHE HAMID HAJI YA'ACOB,MALE,,974,WON,
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,REJECTED BALLOT PAPERS,,,,41,,
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,TOTAL ELECTORATE,,,,3051,,
LOCAL AUTHORITY AREA OF KOTA BHARU,KAMPONG PUTEH WARD,TURNOUT (%),,,,63.3,,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,PMIP,AHMAD BIN YATIM,MALE,,427,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,ALLIANCE - UMNO,ISMAIL BIN AHMAD,MALE,,609,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,ALLIANCE - MCA,THUNG GEE GAN,,,604,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,PMIP,MD. NOR BIN HJ. SENIK,MALE,,412,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,ALLIANCE - UMNO,MD. ZAIN BIN HARON,MALE,,604,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,PMIP,AB. RAHMAN BIN HJ. CHIK,MALE,,405,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,REJECTED BALLOT PAPERS,,,,31,,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,TOTAL ELECTORATE,,,,1341,,
LOCAL AUTHORITY AREA OF PASIR MAS,PENGKALAN PASIR WARD,TURNOUT (%),,,,79.8,,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,ALLIANCE - UMNO,MAHMUD BIN YAACOB,MALE,,356,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,PMIP,HJ. ZAKARIA BIN HJ. ABDULLAH,MALE,,402,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,PMIP,MOHD. ARIFFIN BIN SHINI VARUSAI,MALE,,386,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,PMIP,HJ. YUNUS BIN AWANG BESAR,MALE,,383,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,ALLIANCE - UMNO,SOH BIN HJ. MAMAT,MALE,,337,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,ALLIANCE - UMNO,MUHAMAD BIN ISMAIL,MALE,,338,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,REJECTED BALLOT PAPERS,,,,13,,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,TOTAL ELECTORATE,,,,1103,,
LOCAL AUTHORITY AREA OF PASIR MAS,KAMPONG BHARU WARD,TURNOUT (%),,,,70.4,,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,PMIP,AHMAD BIN SAAD,MALE,,252,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,ALLIANCE - UMNO,IBRAHIM BIN ENDAK,MALE,,441,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,ALLIANCE - UMNO,ABDULLAH BIN CHE HIM,MALE,,444,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,PMIP,HAJI ZAIN BIN HAJI AHMAD,MALE,,268,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,ALLIANCE - UMNO,YAACOB BIN AWANG,MALE,,430,WON,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,PMIP,MD. SALLEH BIN HJ. YUSOFF,MALE,,265,LOST,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,REJECTED BALLOT PAPERS,,,,8,,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,TOTAL ELECTORATE,,,,871,,
LOCAL AUTHORITY AREA OF PASIR MAS,LEMAL WARD,TURNOUT (%),,,,82.5,,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,ALLIANCE - UMNO,ISMAIL B. IBRAHIM,MALE,,676,WON,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,ALLIANCE - UMNO,MAHMOOD B. AHMAD,MALE,,671,WON,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,ALLIANCE - UMNO,WAN ISMAIL BIN W. MAMAT,MALE,,675,WON,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,NEGARA,CHE AWANG B. HJ. YUNUS,MALE,,360,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,NEGARA,CHE HARUN B. A. LATIFF,MALE,,350,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,NEGARA,CHE SULAIMAN B. HJ. YUSOFF,MALE,,348,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,REJECTED BALLOT PAPERS,,,,14,,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,TOTAL ELECTORATE,,,,1304,,
LOCAL AUTHORITY AREA OF TUMPAT,DALAM RU WARD,TURNOUT (%),,,,79.8,,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,ALLIANCE - UMNO,MOHAMED B. ALI,MALE,,537,WON,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,ALLIANCE - UMNO,HAMID B. DAUD,MALE,,534,WON,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,ALLIANCE - UMNO,NIK YUSOFF B. NIK MAHMMED,MALE,,530,WON,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,NEGARA,ABDUL RAHMAN B. HASSAN,MALE,,112,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,NEGARA,RAMLI B. HUSSEIN,MALE,,108,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,NEGARA,DAUD B. PUTEH,MALE,,110,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,TOTAL ELECTORATE,,,,836,,
LOCAL AUTHORITY AREA OF TUMPAT,KEPALA BATAS WARD,TURNOUT (%),,,,78.3,,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,NEGARA,MUSA B. AWANG,MALE,,382,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,NEGARA,CHE AB. KADIR B. DAUD,MALE,,387,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,NEGARA,IDRIS B. ABU BAKAR,MALE,,391,LOST,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,ALLIANCE - UMNO,DAUD B. MOHD. AMIN,MALE,,678,WON,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,ALLIANCE - UMNO,AHMAD BIN OTHMAN,MALE,,680,WON,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,ALLIANCE - MCA,FOO CHOW YONG,,,677,WON,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,REJECTED BALLOT PAPERS,,,,24,,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,TOTAL ELECTORATE,,,,1418,,
LOCAL AUTHORITY AREA OF TUMPAT,KEDAI BHARU WARD,TURNOUT (%),,,,76.3,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,ALLIANCE - UMNO,MOHD. YAACOB BIN HJ. SALLEH,MALE,,140,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,ALLIANCE - UMNO,TENGKU AB. RAHMAN BIN TG. ISMAIL,MALE,,130,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,INDEPENDENT,WAN YUSOF BIN HJ. AB. RAHMAN,MALE,,119,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,ALLIANCE - UMNO,CHE MUSA BIN CHE MAT LI,MALE,,146,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,PMIP,JAAFAR BIN HJ. MOHD. ZIN,MALE,,124,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,INDEPENDENT,OTHMAN BIN OMAR,MALE,,124,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,REJECTED BALLOT PAPERS,,,,5,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,TOTAL ELECTORATE,,,,318,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TIMOR WARD,TURNOUT (%),,,,86.1,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,ALLIANCE - UMNO,YAHAYA BIN AWANG,MALE,,153,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,INDEPENDENT,YAHAYA BIN SULONG,MALE,,82,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,INDEPENDENT,KOH TENG LIM,,,11,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,INDEPENDENT,HAJI MOHAMED NOOR BIN HAJI ZAINUDDIN,MALE,,84,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,PMIP,HASSAN BIN BASIR,MALE,,89,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,ALLIANCE - MCA,KENNETH KOOH KAY LIM,MALE,,141,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,ALLIANCE - MCA,KOR KIM YIAN,,,139,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,TOTAL ELECTORATE,,,,334,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH TENGAH WARD,TURNOUT (%),,,,75.1,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,PMIP,OTHMAN BIN HJ. HARUN,MALE,,129,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,ALLIANCE - UMNO,KASSIM BIN JAKIN,MALE,,50,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,PMIP,HJ. AB. RAHMAN BIN SAID,MALE,,130,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,PMIP,WAN SULAIMAN BIN HJ. IBRAHIM,MALE,,127,WON,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,ALLIANCE - UMNO,AB. GHANI BIN YUSOFF,MALE,,46,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,ALLIANCE - UMNO,IBRAHIM BIN HJ. DIAH,MALE,,49,LOST,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,REJECTED BALLOT PAPERS,,,,2,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,TOTAL ELECTORATE,,,,214,,
LOCAL AUTHORITY AREA OF PASIR PUTEH,BANDAR PASIR PUTEH BARAT WARD,TURNOUT (%),,,,85,,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,PMIP,JUSOH BIN DAUD,MALE,,75,LOST,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,PMIP,MOHD. AMIN BIN HAJI YAAKUB,MALE,,82,LOST,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,ALLIANCE - UMNO,HAMZAH B. SALLEH,MALE,,93,WON,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,PMIP,ABDUL RAHMAN B. MAMAT,MALE,,78,LOST,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,ALLIANCE - UMNO,NIK ZAWAHER BT. WAN OMAR,MALE,,97,WON,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,ALLIANCE - UMNO,ISMAIL BIN YUSOFF,MALE,,91,WON,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,REJECTED BALLOT PAPERS,,,,4,,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,TOTAL ELECTORATE,,,,200,,
LOCAL AUTHORITY AREA OF BACHOK,PANTAI IRAMA WARD,TURNOUT (%),,,,91,,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,PMIP,DAUD BIN MUDA,MALE,,71,WON,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,PMIP,IBRAHIM BIN DAUD,MALE,,73,WON,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,ALLIANCE - UMNO,HJ. W.A. SAMAD B. W. M. SALLEH,MALE,,64,LOST,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,ALLIANCE - MCA,LEE KWEE KUAN,,,62,LOST,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,PMIP,FAUZI BIN YAACOB,MALE,,72,WON,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,ALLIANCE - UMNO,OTHMAN ADAM,MALE,,61,LOST,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,REJECTED BALLOT PAPERS,,,,3,,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,TOTAL ELECTORATE,,,,150,,
LOCAL AUTHORITY AREA OF BACHOK,NYIOR CHABANG WARD,TURNOUT (%),,,,93.3,,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,PMIP,OSMAN BIN KUNDOR,MALE,,72,WON,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,PMIP,MOHD. SALLEH BIN JUSOH,MALE,,75,WON,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,ALLIANCE - UMNO,ISMAIL B. AHMAD,MALE,,58,LOST,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,NEGARA,ISAHAK BIN ABDUL RAHMAN,MALE,,75,WON,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,ALLIANCE - UMNO,WAN YAHYA B. W. YAACOB,MALE,,56,LOST,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,ALLIANCE - UMNO,A. GHANI B. M. ARIFF,MALE,,54,LOST,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,REJECTED BALLOT PAPERS,,,,7,,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,TOTAL ELECTORATE,,,,150,,
LOCAL AUTHORITY AREA OF BACHOK,NIPAH WARD,TURNOUT (%),,,,93,,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,PMIP,W. ABDULLAH B. W. AHMAD,MALE,,135,LOST,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,ALLIANCE - UMNO,YAACOB B. ISMAIL,MALE,,186,WON,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,ALLIANCE - UMNO,HJ. MOHAMED B. HJ. HARUN,MALE,,188,WON,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,PMIP,AWANG B. SULAIMAN,MALE,,139,LOST,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,PMIP,HJ. MOHD. NOOR B. HJ. YUSOFF,MALE,,138,LOST,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,ALLIANCE - UMNO,HJ. AHMAD (HJ. AWANG) B. ABDUL GHANI,MALE,,181,WON,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,REJECTED BALLOT PAPERS,,,,9,,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,TOTAL ELECTORATE,,,,392,,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR LAMA WARD,TURNOUT (%),,,,85.9,,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,ALLIANCE - UMNO,IBRAHIM B. MOHAMED,MALE,,153,WON,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,PMIP,MOHD. NOR B. ABU BAKAR,MALE,,74,LOST,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,ALLIANCE - UMNO,HJ. T. YAACOB B. E. YUNUS,MALE,,153,WON,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,ALLIANCE - MCA,AU TEE TUAN,MALE,,152,WON,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,PMIP,MOHD. YUNUS BIN AHMAD,MALE,,71,LOST,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,REJECTED BALLOT PAPERS,,,,9,,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,TOTAL BALLOTS ISSUED,,,,,,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,TOTAL ELECTORATE,,,,325,,
LOCAL AUTHORITY AREA OF MACHANG,BANDAR BHARU WARD,TURNOUT (%),,,,72.9,,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,PMIP,ABDUL RAHMAN B. AWANG,MALE,,171,WON,
LOCAL AUTHORITY AREA OF MACHANG,PANGKAL CHANGGONG WARD,PMIP,WAN AHMAD B. HJ. WAN ABU BAKAR,MALE,,173,WON,
